"Attack ID","Attack Date","Attack Time","Country / Territory","Certainty Level","Attack Type","Total Injured","Total Death","HC Facilities","HC Transport","HC Personnel","HC Supplies Assets","HC Warehouse Storage","HC Patients","HC Other","Type of Facility","Facility Other","HW Abduction","HW Arrest","HW Detention","Patient Abduction","Patient Arrest","Patient Detention"
"MMR005237","03/08/2021","Time Unknown","Myanmar","Probable","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005235","03/08/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005234","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005231","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005232","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005233","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005229","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005230","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005228","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005226","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005227","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005225","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005224","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005223","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005222","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005221","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005219","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005220","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005218","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005217","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005216","03/08/2021","Time Unknown","Myanmar","Confirmed","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005215","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005214","03/08/2021","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005213","03/08/2021","Time Unknown","Myanmar","Possible","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005212","03/08/2021","Time Unknown","Myanmar","Possible","Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005211","03/08/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation",0,0,"YES","NO","NO","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005088","03/08/2021","12:30","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005165","03/08/2021","Time Unknown","Myanmar","Probable","Militarization of a health care asset",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005085","03/07/2021","06:00-12:00","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005166","03/07/2021","Time Unknown","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005168","03/05/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005070","03/03/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",0,0,"NO","YES","YES","NO","NO","NO",NA,NA,NA,0,14,0,0,0,0
"MMR005334","03/03/2021","Time Unknown","Myanmar","Possible","Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","NO","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR005068","03/03/2021","18:00-00:00","Myanmar","Probable","Assault (without weapons), Psychological violence/threat of violence/intimidation",2,0,"NO","NO","NO","NO","NO","NO","Civil Society Organization Office","Other","Office",0,0,0,0,0,0
"MMR005061","03/03/2021","15:40","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,3,0,0,0,0
"MMR005087","03/03/2021","12:00","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","YES","YES","YES","NO","NO",NA,"Primary","MSF-H clinic provides treatment continuity for HIV, TB patients and primary health care to some extent, preparing mass casualty management plan.",0,0,0,0,0,0
"MMR005057","03/01/2021","11:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,12,0,0,0,0
"MMR005042","02/28/2021","16:00","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005053","02/28/2021","08:30","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"NO","NO","YES","NO","NO","NO",NA,"Other","protest group",0,200,0,0,0,0
"MMR005051","02/27/2021","13:00","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005032","02/27/2021","10:00","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","Unknown","Unknown","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR005046","02/24/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005038","02/21/2021","06:00-12:00","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","YES","YES","NO","NO","YES",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR005037","02/20/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005043","02/20/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",2,1,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,2,0
"MMR005050","02/19/2021","09:20","Myanmar","Confirmed","Other",0,0,"YES","NO","Unknown","Unknown","Unknown","Unknown",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005030","02/18/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR005137","02/18/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,2,0,0,0,0
"MMR005198","02/11/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,2,0,0,0,0
"MMR005054","02/11/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR005049","02/11/2021","18:00-00:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO","Deputy Director General of International Relation Division of MoHS",NA,NA,0,0,0,0,0,0
